dateTime,latitude,longitude,uaqi,uaqi_category,uaqi_dominant_pollutant,idn_menlhk,idn_menlhk_category,idn_menlhk_dominant_pollutant,co,no2,o3,pm10,pm25,so2,health_general,health_elderly,health_lung_disease,health_heart_disease,health_athletes,health_pregnant,health_children
2024-11-21 21:17:06.651427,27.3367223152014,109.42212695400463,302,Hazardous,pm25,335,Hazardous,o3,176.65,150.88,162.48,116.46,143.24,83.67,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 17:38:06.651437,-85.3835999709427,78.55416012770917,129,Unhealthy for Sensitive Groups,o3,352,Hazardous,o3,175.49,109.86,42.02,32.41,148.7,65.95,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 11:07:06.651449,-32.93980336725924,4.791582361638405,260,Very Unhealthy,o3,332,Hazardous,co,141.94,155.52,171.06,183.06,151.56,34.0,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-27 12:30:06.651460,14.465521798485156,-144.34881413648858,407,Hazardous,o3,117,Unhealthy for Sensitive Groups,so2,68.05,72.63,198.74,103.89,109.99,89.06,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 03:00:06.651470,-7.970674514506342,-70.95278893155627,161,Unhealthy,no2,472,Hazardous,o3,58.09,134.83,70.88,94.41,90.79,105.52,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-22 01:10:06.651481,-42.028878112904906,119.13477138269423,76,Moderate,o3,324,Hazardous,so2,160.6,145.27,125.49,41.15,87.64,62.32,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-23 07:45:06.651491,-45.591204695664196,-77.53826634694096,379,Hazardous,o3,499,Hazardous,no2,192.75,27.85,51.95,161.35,198.58,25.45,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-24 03:39:06.651501,-8.8889139819957,-22.57066897371959,260,Very Unhealthy,so2,97,Moderate,so2,195.52,13.77,127.68,148.52,8.95,32.6,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-21 04:38:06.651512,-78.33240520155147,135.81041364011742,155,Unhealthy,co,356,Hazardous,so2,5.97,81.17,167.52,170.58,149.02,132.51,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 04:13:06.651642,-42.27774361305508,-137.4231325185603,326,Hazardous,no2,252,Very Unhealthy,so2,176.11,185.63,135.23,5.26,150.53,136.74,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 07:32:06.651655,-64.70636640909834,-116.22705604865212,463,Hazardous,o3,497,Hazardous,so2,114.21,15.19,85.76,35.2,31.51,166.38,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-24 03:31:06.651678,85.75651724767371,18.234147166166736,378,Hazardous,pm25,103,Unhealthy for Sensitive Groups,co,50.0,122.24,82.31,107.99,75.06,152.32,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-21 18:38:06.651694,-84.46531752148296,104.33101722840775,33,Good,pm25,310,Hazardous,o3,63.66,189.75,185.22,142.18,146.31,90.4,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-27 00:11:06.651707,8.985187738356018,-135.16289843613345,107,Unhealthy for Sensitive Groups,pm25,177,Unhealthy,o3,103.2,199.23,19.59,115.06,92.03,70.76,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 06:20:06.651723,89.49437191136616,-76.34913291720662,108,Unhealthy for Sensitive Groups,so2,162,Unhealthy,so2,93.61,180.31,146.53,58.57,95.16,141.92,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 04:06:06.651736,88.66643495653585,-88.67438970617711,372,Hazardous,pm25,371,Hazardous,pm10,55.26,51.66,86.03,86.25,78.66,12.19,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 22:41:06.651746,-82.1204980675841,-57.978866202455535,180,Unhealthy,so2,225,Very Unhealthy,so2,32.11,184.7,69.24,81.6,141.79,143.83,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 03:45:06.651761,-76.18607225292547,-150.30538173870903,83,Moderate,co,139,Unhealthy for Sensitive Groups,co,38.81,26.57,170.32,3.23,105.55,19.02,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-24 14:27:06.651771,33.96782497026459,101.79494777241791,493,Hazardous,no2,116,Unhealthy for Sensitive Groups,pm25,78.19,199.08,183.1,75.15,180.3,35.2,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-21 03:16:06.651784,-35.91344758718849,-41.401995749727206,406,Hazardous,pm25,412,Hazardous,o3,199.45,99.9,35.6,17.09,186.06,25.75,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-22 18:15:06.651795,37.064894727753114,-142.0123880544262,438,Hazardous,co,460,Hazardous,pm10,188.29,196.32,32.38,90.28,77.77,66.43,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 18:44:06.651805,58.963144849407314,-148.99789778601018,422,Hazardous,co,377,Hazardous,co,153.49,51.02,186.37,176.67,165.19,78.31,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-27 09:24:06.651828,26.871592471922398,-52.252532931472985,234,Very Unhealthy,no2,275,Very Unhealthy,no2,77.65,158.8,194.71,136.32,172.19,16.68,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 10:55:06.651838,57.4214336498591,2.592688032387059,119,Unhealthy for Sensitive Groups,pm25,122,Unhealthy for Sensitive Groups,o3,147.18,186.27,99.48,133.9,154.21,89.13,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 15:00:06.651848,-5.297767668658153,106.51618282338421,378,Hazardous,pm10,373,Hazardous,co,104.89,188.39,189.33,13.51,9.53,189.81,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-25 14:42:06.651862,-18.629132587172506,136.7398791615991,285,Very Unhealthy,so2,301,Hazardous,co,157.63,37.0,138.75,145.83,158.78,8.93,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-25 02:56:06.651872,-28.336460127024942,-124.73530309529188,147,Unhealthy for Sensitive Groups,pm10,377,Hazardous,o3,20.85,27.11,129.93,25.68,106.41,190.2,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 19:32:06.651882,46.81725628013646,102.57890953363102,494,Hazardous,pm25,283,Very Unhealthy,pm25,174.22,18.06,90.38,48.1,59.57,122.94,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 05:18:06.651892,20.856279546594195,-1.483555028559664,283,Very Unhealthy,so2,454,Hazardous,co,176.59,169.97,189.67,72.74,179.81,129.35,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 02:45:06.651901,21.79441353458614,171.49393213959712,200,Unhealthy,so2,333,Hazardous,o3,141.35,31.21,90.52,31.24,143.2,26.38,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-21 16:21:06.651915,81.91392895568504,-24.106054958729146,495,Hazardous,pm10,472,Hazardous,co,174.46,102.41,101.3,2.66,95.74,101.07,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-22 19:10:06.651931,-61.47594800603671,-118.95120582238846,22,Good,o3,183,Unhealthy,co,4.78,8.2,139.99,116.55,198.29,27.55,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-24 08:09:06.651947,-6.827787352098795,104.45738785938221,402,Hazardous,so2,401,Hazardous,pm25,26.5,96.89,128.59,39.21,0.51,67.98,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-21 17:35:06.651963,18.886998024050172,18.78869245436431,237,Very Unhealthy,no2,409,Hazardous,pm25,187.84,84.65,105.29,45.53,167.59,189.18,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-20 15:59:06.651979,23.89423839108845,-129.00777368965032,140,Unhealthy for Sensitive Groups,co,51,Moderate,no2,154.24,174.66,21.76,33.77,137.28,181.01,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-21 02:47:06.651997,1.4753308997728567,-70.85514183092916,124,Unhealthy for Sensitive Groups,o3,19,Good,no2,169.06,87.73,25.13,17.03,9.56,108.27,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-21 19:13:06.652014,39.9856083075766,17.65960382541465,236,Very Unhealthy,pm25,293,Very Unhealthy,pm25,84.52,167.04,22.48,199.75,19.68,36.71,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 10:59:06.652025,10.708625215958747,127.37722684074743,241,Very Unhealthy,no2,240,Very Unhealthy,pm10,89.72,19.84,120.85,145.19,190.58,30.53,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 14:09:06.652036,23.7783019874405,-105.66125927357601,335,Hazardous,o3,420,Hazardous,no2,121.62,29.2,114.97,76.95,146.29,175.42,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-22 13:21:06.652057,-50.62221245664925,-169.27668772375068,305,Hazardous,no2,261,Very Unhealthy,no2,114.89,108.24,108.38,151.18,173.38,188.7,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-25 16:53:06.652068,68.23255806187595,177.5598731292567,179,Unhealthy,no2,245,Very Unhealthy,pm10,138.29,60.17,26.65,129.29,11.49,138.96,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-24 14:37:06.652078,-22.93525333017591,130.177541913702,303,Hazardous,o3,362,Hazardous,so2,33.39,14.37,40.85,145.25,131.25,140.91,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
